,date,follower_count,retweet_count,tweet,tweet_id,user_id,location,alt_location,is_retweet
1628,2018-11-20,689,5,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064928471409938432,3803639478,Chicago,,True
1629,2018-11-20,0,5,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064926587743801346,1054548827154378752,Chicago,,True
1630,2018-11-20,1394,5,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064925916701298689,3365603529,Chicago,,True
1631,2018-11-20,33142,5,"Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret https://t.co/rajBzH95KK",1064925349564334080,124531391,Chicago,,False
1632,2018-11-20,4077,0,Forget #AmazonHQ2. Let's help #Chicago companies grow and create jobs. #countmein @CrainsChicago @Jellyvision https://t.co/lgyCFuqN4L,1064897021113450496,12981872,Chicago,,False
1633,2018-11-20,192,1,"RT @mercatus: Amazon didn't choose Miami for its extended headquarters, but the economic future of Florida still looks bright: https://t.co",1064674351084130304,220857528,Miami,,True
1634,2018-11-20,29471,1,"Amazon didn't choose Miami for its extended headquarters, but the economic future of Florida still looks bright: https://t.co/ABKx9la7X9",1064672673949724673,14882554,Miami,,False
1660,2018-11-20,747,2,RT @vtnews: .@washingtonpost editorial board: Virginia sweetened its future with #VTInnovationCampus plans to draw #AmazonHQ2 https://t.co/,1064864307492634625,17819671,Virginia,,True
1636,2018-11-20,270,64,"RT @maxberger: The #AmazonHQ2 deal makes sense for New York because we have no other problems. Everyone has affordable housing, the subways",1065031131098173440,785895648,New York,,True
1659,2018-11-20,578,69,"RT @VTEngineering: ""@Amazon, Alexandria , and @virginia_tech have developed a bold and exciting vision for the future. Virginia Tech Engine",1064870110840713217,3092412797,Virginia,,True
1645,2018-11-20,1737,0,Did New York and Virginia overpay for #AmazonHQ2?  @JayCShambaugh says that in offering incentives to @amazon NY an https://t.co/MPNRbMtpie,1064926615904428033,2377465592,New York,Virginia,False
1661,2018-11-20,2006,2,RT @vtnews: .@washingtonpost editorial board: Virginia sweetened its future with #VTInnovationCampus plans to draw #AmazonHQ2 https://t.co/,1064860901608775681,4491996682,Virginia,,True
1681,2018-11-20,33066,0,"People in Washington, D.C. hadnt heard of it either. And residents are questioning whether a place can really exis https://t.co/IWfFGajJ2G",1064994292085727242,12137172,D.C.,,False
1683,2018-11-20,902,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064884589959749632,23136747,D.C.,,True
1684,2018-11-20,838,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064873451180236800,21188784,D.C.,,True
1685,2018-11-20,363,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064864549336162311,22366459,D.C.,,True
1686,2018-11-20,2422,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064762982037639168,190343865,D.C.,,True
1687,2018-11-20,589,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064715498271776768,332396733,D.C.,,True
1688,2018-11-20,280,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064713684348477443,14546831,D.C.,,True
1689,2018-11-20,477,39,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064712766869684224,12927692,D.C.,,True
1691,2018-11-20,396,0,"Interesting, in-depth look at how Amazon's east coast move will impact the two new markets they have chosen: Long I https://t.co/awoDfpo0vn",1065002619838574592,1267893530,,,False
1692,2018-11-20,27,0,#SteveCarrell as #JeffBezos on #SNL making jokes about #AmazonHQ2? #Arlington are you happy to see this? https://t.co/8N8xyHxTug,1064976937691594752,1043145467390058496,Arlington,,False
1693,2018-11-20,1969,1,Arlingtons selection for #AmazonHQ2 reflects two emerging real estate trends: the transformation of close-in subur https://t.co/lsE2CVTsSO,1064963588979216384,462107502,Arlington,,False
1694,2018-11-20,1032,1,RT @MoodysUSPubFin: 5/5: Its possible tax incentives and benefits for #Amazon could outweigh revenue benefits for #NewYorkCity and #Washin,1064894284321689606,1468009152,,,True
1695,2018-11-20,2422,1,5/5: Its possible tax incentives and benefits for #Amazon could outweigh revenue benefits for #NewYorkCity and https://t.co/3kxEbaIaLV,1064893777540718592,449887597,,,False
1696,2018-11-20,1032,1,"RT @MoodysUSPubFin: 4/5: Risks for both #NewYorkCity and #WashingtonDC from winning #AmazonHQ2 include need to upgrade #infrastructure, exp",1064893745978437632,1468009152,dc,,True
1697,2018-11-20,2422,1,"4/5: Risks for both #NewYorkCity and #WashingtonDC from winning #AmazonHQ2 include need to upgrade #infrastructure, https://t.co/zbt98fD1ii",1064893121744592900,449887597,dc,,False
1698,2018-11-20,1032,1,"RT @MoodysUSPubFin: 3/5: Both #NewYorkCity and #WashingtonDC have highly educated, technologically savvy, younger workforces than national",1064892766864461825,1468009152,dc,,True
1699,2018-11-20,2422,1,"3/5: Both #NewYorkCity and #WashingtonDC have highly educated, technologically savvy, younger workforces than natio https://t.co/eIpvKq0ka8",1064892611297718273,449887597,dc,,False
1662,2018-11-20,498,205,"RT @ScottPresler: Anyone who lives in Northern Virginia knows the struggle of an already highly congested area.

I hate to say it, but Amaz",1064830418514583552,1060240189782671366,Virginia,,True
1682,2018-11-20,11164,2,"To attract HQ2, D.C. pitched Amazon a taxpayer-funded ""ambassador"" position within the mayors office, one-day perm https://t.co/qQ9ULzY3e5",1064925541319491584,235229195,D.C.,,False
1690,2018-11-20,76,1,RT @ULIWashington: Arlingtons selection for #AmazonHQ2 reflects two emerging real estate trends: the transformation of close-in suburbs in,1065013104625549312,44956574,Arlington,,True
1680,2018-11-20,1701,2,"RT @CurbedDC: To attract HQ2, D.C. pitched Amazon a taxpayer-funded ""ambassador"" position within the mayors office, one-day permit approva",1064925940596310018,2957403610,dc,D.C.,True
1672,2018-11-20,1732,4,RT @OpenSecretsDC: #AmazonHQ2 move followed a spike in lobbying by the online giant https://t.co/U6TWqTkw7q,1064997224134918144,4881436673,dc,,True
1679,2018-11-20,601,20,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064971182271655936,447620678,dc,,True
1664,2018-11-20,100,0,I want to congratulate @billpeduto for a great job on landing #AmazonHQ2! Maybe stop worrying about https://t.co/qzrleRCf48,1064995378804666368,2499581461,,,False
1665,2018-11-20,2612,0,This kind of corporate welfare is ridiculous.  It shows the structural problem we have with elected officials and t https://t.co/bJ9LwRzLoE,1064935395715149824,410053879,,,False
1666,2018-11-20,986,0,"And why did @billpeduto and @ACE_Fitzgerald think that billions was fine to lure #AmazonHQ2 to #Pittsburgh, for sim https://t.co/vIxtybZuey",1064778125450588161,2189460066,Pittsburgh,,False
1667,2018-11-20,1051,2,"RT @MuckRock: Shortly before this week's #AmazonHQ2 announcement, #Pittsburgh circuit judge rules citys proposal as public record, demands",1064743938324684800,17890421,Pittsburgh,,True
1668,2018-11-20,33142,2,"Shortly before this week's #AmazonHQ2 announcement, #Pittsburgh circuit judge rules citys proposal as public recor https://t.co/R3zZv9Zrgb",1064742385874292737,124531391,Pittsburgh,,False
1670,2018-11-20,5399,2,"RT @AndrewGiambrone: didn't think Realtors would market Palisades as being close to the #AmazonHQ2 site in Crystal City (OK, ""National Land",1065012985519849475,29289409,,,True
1671,2018-11-20,464,4,RT @OpenSecretsDC: #AmazonHQ2 move followed a spike in lobbying by the online giant https://t.co/U6TWqTkw7q,1064998898488549376,761851996617879552,dc,,True
1663,2018-11-20,327,1,"RT @apcduplii: Amazon Is Coming To Arlington: Here's Where, When And How https://t.co/SB1gWtlPa5 #AmazonHQ2 #realestatenews #CRE",1064705152697991169,3997097278,Arlington,,True
1673,2018-11-20,380,4,RT @OpenSecretsDC: #AmazonHQ2 move followed a spike in lobbying by the online giant https://t.co/U6TWqTkw7q,1064996640996478978,43597952,dc,,True
1676,2018-11-20,4145,2,"RT @CurbedDC: To attract HQ2, D.C. pitched Amazon a taxpayer-funded ""ambassador"" position within the mayors office, one-day permit approva",1064975177627418624,1907861946,dc,D.C.,True
1678,2018-11-20,29590,0,"Dean Scott Beardsley: #AmazonHQ2 in Crystal City, VA will strengthen Darden's already strong relationship with the https://t.co/4jDseedqcP",1064971901372645376,28177507,,,False
1677,2018-11-20,237,0,"Not to mention, in order to clear #reservation13 for #AmazonHQ2, hatching a plan to foist #dcgeneral residents onto https://t.co/DH9VVflVde",1064972229312737280,702272850309292032,dc,,False
1700,2018-11-20,2984,4,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064986110034616321,51433856,Chicago,,True
1674,2018-11-20,22471,4,RT @OpenSecretsDC: #AmazonHQ2 move followed a spike in lobbying by the online giant https://t.co/U6TWqTkw7q,1064996590639693824,32366249,dc,,True
1675,2018-11-20,119203,4,#AmazonHQ2 move followed a spike in lobbying by the online giant https://t.co/U6TWqTkw7q,1064996556154302464,30050899,,,False
1536,2018-11-19,165,0,"As Atlanta looks like a no-go for Amazon's new headquarters, CIM Group has staked its claim on the Gulch to develop https://t.co/cvAOL1LOTB",1064541496429424640,288186084,Atlanta,,False
1567,2018-11-19,879,2,"RT @LepageCtr: As New York and Virginia plan for #AmazonHQ2, historian Whitney Martinko reminds that tensions between preservation and deve",1064517139023974402,3145144004,New York,Virginia,True
1537,2018-11-19,21,1,RT @coUrbanize: We're so excited to be working with a Crystal City developer to shape Amazons HQ2. Check out the article to see our impact,1064623371877580803,3370806394,,,True
1560,2018-11-19,28,80,"RT @seattletimes: Amazons wish list for headquarters called HQ2 included proximity to a major airport, mass transit, a pool of highly educ",1064594713246867461,480684114,,,True
1561,2018-11-19,297,0,More about the very sweet tax break #AmazonHQ2 got in New York. And how rural communities are trying to make it wor https://t.co/FC2NdfagYb,1064593103590428672,39914922,New York,,False
1562,2018-11-19,20,7,"RT @LeonCarrington: Penny for your thoughts?
Amazon HQ2 to receive more than $2.8 billion in incentives from Virginia, New York and Tenness",1064570769429032961,908012586779607040,New York,Virginia,True
1563,2018-11-19,29681,0,"Gov. Cuomo defends the #AmazonHQ2 deal, argues that New York has to offer incentives because of its comparatively h https://t.co/SbYRkUvHrT",1064568595261329408,16686673,New York,,False
1564,2018-11-19,43,0,@kari_paul @Ocasio2018 New York already has high rent prices.  Why don't you see the results of homeless in Seattle https://t.co/K9W6vuiRMT,1064562483564703746,1185432013,New York,,False
1565,2018-11-19,3784,93,"RT @Varneyco: Stu's Take: ""Amazon will bring enormous benefits to this city, New York. Extra income, extra tax revenue, big tech coming to",1064560375604158464,170292793,New York,,True
1566,2018-11-19,11137,0,"As Cuomo defends #AmazonHQ2 deal, its worth reading @JonCampbellGAN excellent look at NYs rosy estimates of Amazo https://t.co/53e3D1evbF",1064551229391597569,159147860,,,False
1568,2018-11-19,87,0,Amazon : New York #AmazonHQ2 https://t.co/8TKnB4OOsP,1064419893599223808,2416318692,New York,,False
1569,2018-11-19,32,2,"RT @taxfoundation: Gov. Cuomo concedes that New York's tax code is uncompetitive: https://t.co/vIyqNcZb7F 

@JaredWalczak #AmazonHQ2 #NY ht",1064381945717694465,312867421,New York,,True
1570,2018-11-19,3352,0,"Virginia struggled to build a startup hub, so it recruited Amazon instead. Check out the perks that they applied to https://t.co/39omtBpXWP",1064662167142756353,334116743,Virginia,,False
1559,2018-11-19,1131,0,"Regarding #AmazonHQ2 coming to #LIC ""...any potential rise in #rental prices will be substantial for #Queens, it is https://t.co/1EZhX0Xs2o",1064601343338401793,17168416,,,False
1572,2018-11-19,25,7,RT @vtnews: Sunday reading: How Virginia Tech helped land Amazon without the biggest incentive check https://t.co/l9Tpi3QpkF via @roanoketi,1064629007386361857,47103910,Virginia,,True
1573,2018-11-19,141,22,RT @vtnews: The #VTInnovationCampus  a central part of how the state attracted #AmazonHQ2 to Northern Virginia  will help power our diver,1064628201698353153,755787125220597761,Virginia,,True
1574,2018-11-19,1127,1,RT @JonHallCRE: CBRE Executive summary of the key impacts on the Northern Virginia and D.C. markets #realestate #cre #amazonHQ2 #tech #tech,1064626333609644033,96816321,Virginia,D.C.,True
1575,2018-11-19,639,0,Amazon's decision to move (a quarter of) its national HQ to Northern Virginia will hopefully prove a fatal blow to https://t.co/6NuaqumGWf,1064626187450880002,954705596,Virginia,,False
1576,2018-11-19,559,0,"Oh right, so the state of Virginia is going to stoop down to Amazon's demand to rename Crystal City to National Lan https://t.co/6xl4pBC0qK",1064626097499848704,109851304,Virginia,,False
1571,2018-11-19,1233,0,Taking a 2nd look at this @roanoketimes op/ed giving their take on #Rural #Virginia's stake in the #AmazonHQ2 proje https://t.co/CR7ljGkXu1,1064648711689650177,14896173,Virginia,,False
1539,2018-11-19,3195,1,We're so excited to be working with a Crystal City developer to shape Amazons HQ2. Check out the article to see ou https://t.co/0EOwY8cg6p,1064594302565838848,836588538,,,False
1558,2018-11-19,2296,0,"Help Stop Amazon from furthering the gentrification of New York

#amazon #AmazonHQ2

https://t.co/rimKUa5vpf",1064628090494742529,931866703063076864,New York,,False
1546,2018-11-19,359,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064621599192694784,922831241489059840,,,True
1579,2018-11-19,3645,0,"#AmazonHQ2 

11/19/18

https://t.co/mor0albTrq",1064584548439261184,275714999,,,False
1538,2018-11-19,973,0,Amazon passes on Boston in this weeks @BankerTradesman cartoon. #AmazonHQ2 https://t.co/liBc0YuKhA ,1064618946526150656,37978062,Boston,,False
1540,2018-11-19,1135,0,A study in #AmazonHQ2 rejection: Miami's @FrancisSuarez was emailing Facebook as we spoke; Dallas and Chicago say t https://t.co/N1c7JSImO3,1064669128554946561,396112052,Chicago,Dallas,False
1541,2018-11-19,681,3,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064573834194493446,3803639478,Chicago,,True
1542,2018-11-19,679,3,"RT @MuckRock: Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret, while ot",1064556173410603009,1072525039,Chicago,,True
1543,2018-11-19,33133,3,"Some of the #AmazonHQ2 finalist cities, such as #Chicago, are still fighting to keep their unsuccessful bids secret https://t.co/EYvg6F9E7G",1064555660602499072,124531391,Chicago,,False
1544,2018-11-19,532,2,"RT @EricMichaRhodes: In 1968, Norman Mailer mused that #Chicago was ""perhaps...the last of the great American cities."" Rings true a half a",1064350130340532224,605652839,Chicago,,True
1545,2018-11-19,311,0,"@amazon do New York really need anymore major businesses, New York don't care or want you to go there, you should h https://t.co/UiuBbKIJRe",1064314406572572672,3074189621,New York,,False
1547,2018-11-19,2012,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064593893667282944,84432588,,,True
1557,2018-11-19,2203,0,Where other finalists could not match New York and D.C. was the deep tech talent pool. #amazonhq2 #cities https://t.co/tBxhJ2N6h6,1064639455821266947,158318106,New York,D.C.,False
1548,2018-11-19,1046,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064587865600995329,3248096857,,,True
1549,2018-11-19,244,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064573226091782144,999122368156053511,,,True
1550,2018-11-19,26985,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064572679074848768,842493042754043910,,,True
1551,2018-11-19,7549,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064572604684673028,1059562749221584897,,,True
1552,2018-11-19,1141,18,"RT @mollygmartin: When #AmazonHQ2 announced it wasnt coming to #Indy/Midwest, it was on the heels of a years worth of rumblings that wed",1064530365656625154,428552137,,,True
1553,2018-11-19,759,0,"IDK, I think Miami dodged the bullet by not being selected for the #AmazonHQ2 site. With all the sordid, tax-payer- https://t.co/3QkU9xxJ3z",1064527266108137472,16347324,Miami,,False
1555,2018-11-19,74,0,"We have to assume @amazon knows what it's doing by bifurcating its choice for a new headquarters, but it sure misse https://t.co/DPqJ9GUePW",1064654555617603584,714622876800925696,,,False
1556,2018-11-19,42,2,"RT @LepageCtr: As New York and Virginia plan for #AmazonHQ2, historian Whitney Martinko reminds that tensions between preservation and deve",1064651903294951424,845357990,New York,Virginia,True
1578,2018-11-19,140,1,CBRE Executive summary of the key impacts on the Northern Virginia and D.C. markets #realestate #cre #amazonHQ2 https://t.co/OfZySHgVqE,1064612698963537920,1904974182,Virginia,D.C.,False
1577,2018-11-19,1554,474,"RT @virginia_tech: HISTORIC DAY: Amazon has chosen Virginia as the #AmazonHQ2 destination, thanks to plans for a revolutionary, #VirginiaTe",1064623011142270976,111063396,Virginia,,True
1580,2018-11-19,327,0,"Amazon Is Coming To Arlington: Here's Where, When And How https://t.co/SB1gWtlPa5 #AmazonHQ2 #realestatenews #CRE",1064571545731911680,3997097278,Arlington,,False
1613,2018-11-19,184,0,"Does it bother you that the County Board played such a small role in the #AmazonHQ2 decision, or are you happy with https://t.co/Lz55DohHAe",1064615805780938752,3004110003,,,False
1605,2018-11-19,484,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064634569138364416,808865144562388992,D.C.,,True
1606,2018-11-19,631,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064626672530538497,121505689,D.C.,,True
1607,2018-11-19,658,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064625009677791233,265776046,D.C.,,True
1608,2018-11-19,3814,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064623982857658368,18375327,D.C.,,True
1609,2018-11-19,471,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064619070660562944,60197165,D.C.,,True
1610,2018-11-19,4620,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064618922945798146,139841847,D.C.,,True
1611,2018-11-19,2850,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064618763633549313,163935537,D.C.,,True
1612,2018-11-19,641,0,"Does it bother you that the County Board played such a small role in the #AmazonHQ2 decision, or are you happy with https://t.co/5WtWtUnHye",1064640727748096000,373032873,,,False
1614,2018-11-19,27,0,Did you know that the #Arlington County Board played a small role in the #AmazonHQ2 decision? Does it bother you th https://t.co/15yfw8pmmF,1064587370492829696,1043145467390058496,Arlington,,False
1603,2018-11-19,29677,0,Crystal City won the bid to host #AmazonHQ2. So what did D.C.'s unsuccessful offer have in it? https://t.co/DpWjk9jOuB,1064637775155216395,14425965,D.C.,,False
1615,2018-11-19,97,0,Wrote about buying a home in Arlington @ggwash https://t.co/9AV8gSHBzl #realestate #arlington #AmazonHQ2,1064586378355359745,16022890,Arlington,,False
1616,2018-11-19,128,0,There was about a dozen protesters at the Arlington County Board Meeting because of #AmazonHQ2. Were you one of the https://t.co/k3sYM3zDPl,1064565475798106114,16177300,Arlington,,False
1617,2018-11-19,2993,1,RT @atul_kedar: The prodigal son #AWS returns to mother ship - the birth place of internet the ARPANET project  #AmazonHQ2 #Arlington #ARPA,1064548683147079680,17055019,Arlington,,True
1618,2018-11-19,7,0,Day 6 news/reaction to #Arlington and #Amazon #AmazonHQ2 https://t.co/6mR825iIJn https://t.co/m9Wydlm1IC,1064494465082159104,1062668175089770496,Arlington,,False
1619,2018-11-19,4061,2,"RT @cool_revolution: Could they really have been this out of the loop? We really didnt know much, Arlington County Board members say abt",1064327564322316290,242051914,Arlington,,True
1620,2018-11-19,3481,2,"RT @cool_revolution: Could they really have been this out of the loop? We really didnt know much, Arlington County Board members say abt",1064324635137908740,1089697782,Arlington,,True
1621,2018-11-19,1669,2,"Could they really have been this out of the loop? We really didnt know much, Arlington County Board members say https://t.co/KGzAMqVOQU",1064320372395442177,445614118,Arlington,,False
1581,2018-11-19,6935,0,#Amazon #AmazonHQ2 #CrystalCity https://t.co/6tdjDC7w9k,1064558657268903938,1289555262,dc,,False
1604,2018-11-19,380,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064636109068648448,3321938348,D.C.,,True
1583,2018-11-19,1469,3,"RT @JessJPedersen: Hey #Pittsburgh, #AmazonHQ2 may have bypassed our city, but @re2robotics selected our awesome city for its HQ years ago.",1064494323180412928,3002657398,Pittsburgh,,True
1602,2018-11-19,309,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064646381552439297,174337443,D.C.,,True
1591,2018-11-19,2211,0,amazing: DC pitched Amazon on hiring an Amazon lobbyist as a government employee with a taxpayer-funded salary https://t.co/JuwGBWzXkj,1064622703859195909,303434772,dc,,False
1601,2018-11-19,321,31,RT @maustermuhle: BREAK: D.C. has released a fully unredacted version of the document detailing the incentives it was offering Amazon for H,1064652922892574722,19210897,D.C.,,True
1584,2018-11-19,79266,1,"RT @Joseph_Santoro: DC releases formerly redacted portions of its #AmazonHQ2 incentives package...

https://t.co/DZFK9lwl7u via @andrewgiam",1064658545898110976,3184054019,dc,,True
1585,2018-11-19,20091,1,"DC releases formerly redacted portions of its #AmazonHQ2 incentives package...

https://t.co/DZFK9lwl7u via https://t.co/ZLf6TpsoJJ",1064658486666121216,19123904,dc,,False
1586,2018-11-19,134,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064645497560932352,1284333354,dc,,True
1587,2018-11-19,4137,0,"asked why Bowser chose to wait until now to reveal DC's entire #AmazonHQ2 package, a spokeswoman for her deputy may https://t.co/cmhxsBbcXT",1064637263945043974,1907861946,dc,,False
1588,2018-11-19,859,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064628097000067073,3230797197,dc,,True
1589,2018-11-19,5124,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064626948364677120,18048382,dc,,True
1590,2018-11-19,3947,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064625261646352387,12290622,dc,,True
1582,2018-11-19,1438,0,Our Robert B. Engel explains the dangers of allowing @amazon to sneak off with sensitive city data from the https://t.co/Ol5oTbI5Pf,1064651331196076032,972167316480974849,,,False
1592,2018-11-19,334,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064622701065760769,4260738441,dc,,True
1594,2018-11-19,5932,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064621628884176899,15300655,dc,,True
1595,2018-11-19,380,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064620494266277888,104526429,dc,,True
1596,2018-11-19,636,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064618546351747075,96021907,dc,,True
1597,2018-11-19,1842,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064618237206372358,574513900,dc,,True
1598,2018-11-19,5868,14,RT @AndrewGiambrone: new: DC releases formerly redacted portions of its #AmazonHQ2 incentives package. take a gander https://t.co/mWydjEEMcJ,1064616879950573568,186333296,dc,,True
1593,2018-11-19,228,0,"If you want to know how DC is rotten to the core, take a look at how DC was willing to grovel and sellout our citiz https://t.co/FkfGKItxyj",1064622513899139073,1017812590263701504,dc,,False
1504,2018-11-18,2582,0,#AmazonHQ2 seems Virginia got a pretty good deal where most spending for Amazon also fulfills existing public needs https://t.co/RyqxW6Mkyn,1064281275706544128,183912188,Virginia,,False
1500,2018-11-18,616,4,RT @jeremoss: Watching @nbcsnl kiss #AmazonHQ2's ass is shameful (in two segments with an Amazon commercial in between). Don't sell out New,1064228498267693057,806537608159514624,,,True
1501,2018-11-18,3371,2,"RT @douglaskarr: Cuomo defended the [Amazon] deal, arguing that New York has to offer incentives because of its comparatively high taxes.",1064228170105323521,860152754764791808,New York,,True
1502,2018-11-18,77,1,"RT @NadeemGibran: New York, Deblasio and Cuomo should resign in contempt for putting corporate welfare before the needs of its citizens. Se",1064209414045892608,1062706750678294529,New York,,True
1503,2018-11-18,867,1,"New York, Deblasio and Cuomo should resign in contempt for putting corporate welfare before the needs of its citize https://t.co/tJwl2AVjOl",1064209084684087296,755289573329100800,New York,,False
1507,2018-11-18,965,0,RT @tracy_vosburgh: Win win. #VTInnovationCampus #VTinDC #AmazonHQ2 @virginia_tech is ready. https://t.co/IsZ1XlF87e,1064240732926558211,840662162804731904,Virginia,dc,True
1505,2018-11-18,465,473,"RT @virginia_tech: HISTORIC DAY: Amazon has chosen Virginia as the #AmazonHQ2 destination, thanks to plans for a revolutionary, #VirginiaTe",1064243990340517888,796205067732942848,Virginia,,True
1506,2018-11-18,552,3,RT @vtnews: Sunday reading: How Virginia Tech helped land Amazon without the biggest incentive check https://t.co/l9Tpi3QpkF via @roanoketi,1064243054989717505,778950578403704833,Virginia,,True
1498,2018-11-18,689,0,An opposing viewpoint re #AmazonHQ2 #LIC #Queens  https://t.co/MG2hqSTItM,1064243435455037441,139224495,,,False
1508,2018-11-18,14,10,RT @jDemmitt: Here's a behind the scenes look at Virginia's #AmazonHQ2 win and how @virginia_tech helped the state promise something other,1064233259461222400,1928094127,Virginia,,True
1509,2018-11-18,277,3,RT @vtnews: Sunday reading: How Virginia Tech helped land Amazon without the biggest incentive check https://t.co/l9Tpi3QpkF via @roanoketi,1064227126268829696,1146797870,Virginia,,True
1484,2018-11-18,805,0,"Dear, Mr. Bezos,

What's wrong with Boston? New York already has, well....literally everything. 

#AmazonBurn #SNL #AmazonHQ2 
#AmazonHQ3",1064019590425047041,62938629,Boston,New York,False
1494,2018-11-18,955,0,A $2 Billion Question: Did New York and Virginia Overpay for Amazon? I cant wait to see all the chatter on Twitter https://t.co/FESmyQksOC,1064278716740657154,480147063,New York,Virginia,False
1497,2018-11-18,1545,1,"RT @ToddBohannon: #AmazonHQ2: ""building new #affordablehousing...helping 2 seed community land trusts, improving schools, fixing ailing tra",1064247759279017984,527131496,,,True
1496,2018-11-18,6182,0,Critics have objected to the use of subsidies to lure @Amazon to New York City; the giant Internet retailer recentl https://t.co/wrSQBcDb6t,1064258200952807424,3165700944,New York,,False
1495,2018-11-18,348,0,"Interesting analysis: Outcry over #AmazonHQ2 is more over council members getting overlooked, than circumvent of N https://t.co/vVQ5PAiYab",1064262879904448512,826521642851528705,,,False
